,DatumFileBegin,TijdFileBegin,FileDuur,RouteOms,OorzaakGronddetail,nr_accidents,weekday
11916,2016-09-27,0 days 16:47:00,5.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11933,2016-09-27,0 days 16:46:00,6.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11965,2016-09-27,0 days 09:25:00,2.95,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11993,2016-09-27,0 days 16:27:00,6.133,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11996,2016-09-28,0 days 07:49:00,1.667,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12001,2016-09-26,0 days 16:45:00,7.0,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
12007,2016-09-28,0 days 17:59:00,5.083,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12021,2016-09-27,0 days 08:29:00,44.367,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12023,2016-09-29,0 days 15:11:00,10.1,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12034,2016-09-29,0 days 16:26:00,24.167,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12035,2016-09-27,0 days 17:49:00,11.067,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12038,2016-09-28,0 days 17:41:00,8.1,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12040,2016-09-29,0 days 16:05:00,5.1,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12050,2016-09-26,0 days 16:48:00,14.0,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
12062,2016-09-26,0 days 16:18:00,1.933,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
12064,2016-09-28,0 days 08:32:00,5.017,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12087,2016-09-27,0 days 16:38:00,11.067,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12094,2016-09-27,0 days 08:38:00,17.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12104,2016-09-28,0 days 08:14:00,12.95,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12106,2016-09-27,0 days 08:31:00,5.167,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12112,2016-09-29,0 days 16:35:00,43.283,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12114,2016-09-29,0 days 16:51:00,8.2,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12121,2016-09-28,0 days 17:02:00,31.167,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12123,2016-09-27,0 days 16:18:00,7.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12124,2016-09-27,0 days 09:21:00,3.967,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12128,2016-09-27,0 days 06:48:00,4.95,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12137,2016-09-28,0 days 16:37:00,6.05,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12141,2016-09-28,0 days 16:51:00,5.133,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12147,2016-09-29,0 days 16:26:00,34.2,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12179,2016-09-28,0 days 17:32:00,5.117,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12185,2016-09-28,0 days 17:51:00,5.15,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12186,2016-09-27,0 days 09:31:00,3.95,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12187,2016-09-28,0 days 17:32:00,23.133,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12191,2016-09-27,0 days 18:35:00,44.867,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12200,2016-09-27,0 days 16:47:00,5.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12206,2016-09-27,0 days 06:44:00,2.933,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12228,2016-09-28,0 days 17:33:00,7.017,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12229,2016-09-27,0 days 17:09:00,3.167,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12231,2016-09-27,0 days 17:01:00,7.167,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12253,2016-09-12,0 days 17:49:00,26.883,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
12259,2016-09-27,0 days 07:54:00,3.083,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12260,2016-09-27,0 days 16:01:00,4.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12275,2016-09-29,0 days 15:49:00,36.133,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12276,2016-09-28,0 days 18:39:00,5.917,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12277,2016-09-26,0 days 16:18:00,7.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
12298,2016-09-26,0 days 16:38:00,79.45,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
12304,2016-09-28,0 days 17:46:00,26.033,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12315,2016-09-13,0 days 17:38:00,28.05,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12319,2016-09-28,0 days 08:05:00,2.95,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12322,2016-09-28,0 days 16:53:00,25.067,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12327,2016-09-28,0 days 08:53:00,2.967,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12330,2016-09-28,0 days 08:19:00,2.033,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12333,2016-09-27,0 days 16:47:00,5.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12340,2016-09-27,0 days 16:06:00,23.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12354,2016-09-12,0 days 16:32:00,7.967,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
12355,2016-09-28,0 days 16:37:00,25.117,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12364,2016-09-27,0 days 17:17:00,3.217,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12366,2016-09-28,0 days 08:24:00,1.983,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12375,2016-09-29,0 days 16:45:00,24.3,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12376,2016-09-27,0 days 16:40:00,123.5,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12396,2016-09-27,0 days 17:12:00,25.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12418,2016-09-29,0 days 15:26:00,15.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12423,2016-09-27,0 days 16:34:00,5.05,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12424,2016-09-29,0 days 16:11:00,20.267,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12432,2016-09-13,0 days 17:57:00,3.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12441,2016-09-27,0 days 17:56:00,3.133,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12447,2016-09-27,0 days 17:55:00,5.067,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12448,2016-09-27,0 days 17:48:00,3.783,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12452,2016-09-28,0 days 16:17:00,12.067,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12464,2016-09-27,0 days 17:48:00,5.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12473,2016-09-29,0 days 17:22:00,17.267,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12494,2016-09-29,0 days 16:05:00,12.0,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12505,2016-09-28,0 days 08:04:00,7.0,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12507,2016-09-14,0 days 16:30:00,0.933,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12517,2016-09-28,0 days 07:55:00,40.983,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12528,2016-09-12,0 days 17:34:00,13.05,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
12544,2016-09-27,0 days 18:15:00,1.2,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12548,2016-09-29,0 days 16:49:00,12.217,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12594,2016-09-28,0 days 16:27:00,12.083,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12605,2016-09-27,0 days 18:47:00,4.967,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12606,2016-09-27,0 days 17:06:00,3.183,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12618,2016-09-27,0 days 17:56:00,7.25,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12620,2016-09-28,0 days 06:33:00,27.917,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12623,2016-09-26,0 days 16:39:00,0.933,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
12633,2016-09-27,0 days 17:32:00,9.267,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12638,2016-09-28,0 days 16:59:00,13.083,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12656,2016-09-27,0 days 09:25:00,5.967,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12670,2016-09-27,0 days 16:42:00,62.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12672,2016-09-27,0 days 09:17:00,3.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12685,2016-09-13,0 days 15:58:00,7.9,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12694,2016-09-27,0 days 17:48:00,8.217,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12707,2016-09-27,0 days 17:07:00,6.083,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12708,2016-09-28,0 days 09:30:00,0.85,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12712,2016-09-28,0 days 08:14:00,5.05,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12722,2016-09-27,0 days 17:20:00,27.3,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12724,2016-09-28,0 days 17:59:00,12.033,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12725,2016-09-28,0 days 09:33:00,2.85,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12730,2016-09-27,0 days 16:55:00,35.233,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12731,2016-09-28,0 days 17:34:00,8.083,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12735,2016-09-28,0 days 06:59:00,11.917,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12748,2016-09-27,0 days 08:30:00,2.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12750,2016-09-27,0 days 16:40:00,4.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12751,2016-09-28,0 days 17:47:00,35.133,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12752,2016-09-27,0 days 08:14:00,2.1,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12766,2016-09-27,0 days 16:39:00,15.133,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12770,2016-09-27,0 days 17:14:00,7.2,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12771,2016-09-28,0 days 17:22:00,7.167,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12778,2016-09-27,0 days 17:13:00,5.2,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12800,2016-09-27,0 days 08:09:00,22.467,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12808,2016-09-27,0 days 08:31:00,3.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12816,2016-09-27,0 days 08:44:00,6.1,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12835,2016-09-28,0 days 16:28:00,7.067,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12852,2016-09-27,0 days 07:08:00,21.85,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12857,2016-09-27,0 days 17:21:00,5.2,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12860,2016-09-28,0 days 17:20:00,10.083,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
12870,2016-09-13,0 days 17:56:00,3.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12880,2016-09-27,0 days 08:13:00,7.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12892,2016-09-22,0 days 18:00:00,2.083,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12897,2016-09-27,0 days 08:05:00,8.133,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12908,2016-09-22,0 days 17:51:00,17.05,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12911,2016-09-26,0 days 17:16:00,2.017,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
12923,2016-09-27,0 days 09:02:00,1.05,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12939,2016-09-22,0 days 09:05:00,17.983,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12950,2016-09-27,0 days 18:08:00,3.233,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12963,2016-09-27,0 days 17:06:00,17.183,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
12976,2016-09-22,0 days 17:08:00,8.183,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12979,2016-09-22,0 days 08:51:00,2.0,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12980,2016-09-22,0 days 16:01:00,3.9,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
12990,2016-09-22,0 days 08:35:00,14.033,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13027,2016-09-21,0 days 08:39:00,0.917,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13028,2016-09-27,0 days 17:18:00,3.2,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13037,2016-09-27,0 days 16:29:00,17.167,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13049,2016-09-22,0 days 16:32:00,7.083,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13055,2016-09-14,0 days 16:00:00,3.867,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13066,2016-09-08,0 days 16:41:00,23.583,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13072,2016-09-14,0 days 16:28:00,20.9,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13096,2016-09-13,0 days 18:50:00,6.883,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13097,2016-09-14,0 days 17:55:00,3.967,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13133,2016-09-08,0 days 08:07:00,12.6,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13149,2016-09-08,0 days 08:05:00,8.583,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13169,2016-09-08,0 days 08:05:00,23.117,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13204,2016-09-26,0 days 16:23:00,8.95,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
13206,2016-09-27,0 days 08:00:00,10.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13208,2016-09-29,0 days 16:45:00,2.217,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13214,2016-09-27,0 days 08:35:00,7.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13218,2016-09-27,0 days 16:21:00,25.167,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13231,2016-09-27,0 days 07:15:00,8.95,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13237,2016-09-27,0 days 17:31:00,6.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13265,2016-09-28,0 days 07:48:00,8.017,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13275,2016-09-27,0 days 17:55:00,8.25,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13280,2016-09-27,0 days 16:32:00,5.1,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13287,2016-09-08,0 days 07:25:00,7.55,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13303,2016-09-08,0 days 16:11:00,3.567,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13305,2016-09-26,0 days 17:05:00,1.017,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
13328,2016-09-07,0 days 18:19:00,44.533,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13347,2016-09-08,0 days 16:08:00,16.583,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13379,2016-09-08,0 days 17:31:00,8.617,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13407,2016-09-27,0 days 08:26:00,4.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13416,2016-09-09,0 days 17:54:00,5.567,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
13418,2016-09-27,0 days 18:03:00,3.183,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13420,2016-09-29,0 days 16:26:00,19.283,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13439,2016-09-27,0 days 08:08:00,3.083,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13470,2016-09-29,0 days 17:00:00,72.2,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13481,2016-09-28,0 days 07:39:00,1.95,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13503,2016-09-28,0 days 07:13:00,2.917,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13524,2016-09-28,0 days 07:56:00,4.983,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13525,2016-09-27,0 days 16:28:00,11.05,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13533,2016-09-07,0 days 17:25:00,2.583,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13555,2016-09-07,0 days 08:45:00,4.517,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13565,2016-09-28,0 days 09:08:00,15.9,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13580,2016-09-08,0 days 08:24:00,3.583,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13583,2016-09-27,0 days 17:59:00,39.0,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
13588,2016-09-07,0 days 18:07:00,4.55,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13597,2016-09-08,0 days 08:57:00,4.567,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13601,2016-09-08,0 days 07:50:00,6.583,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13638,2016-09-08,0 days 08:18:00,4.6,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13645,2016-09-28,0 days 07:32:00,5.95,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13660,2016-09-08,0 days 09:12:00,1.567,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13684,2016-09-01,0 days 16:14:00,4.55,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13705,2016-09-08,0 days 17:10:00,22.25,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13745,2016-09-08,0 days 07:36:00,6.533,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13752,2016-09-08,0 days 09:12:00,18.433,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13766,2016-09-07,0 days 07:39:00,10.533,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13770,2016-09-08,0 days 16:27:00,31.583,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13772,2016-09-07,0 days 17:04:00,16.567,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13775,2016-09-09,0 days 17:33:00,33.567,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
13782,2016-09-07,0 days 16:53:00,1.583,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13798,2016-09-07,0 days 17:49:00,35.533,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13801,2016-09-08,0 days 16:28:00,102.783,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
13805,2016-09-07,0 days 17:32:00,17.6,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13816,2016-09-07,0 days 09:01:00,1.533,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13817,2016-09-05,0 days 17:00:00,4.533,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
13829,2016-09-05,0 days 09:10:00,21.533,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
13834,2016-09-07,0 days 16:50:00,9.533,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
13837,2016-09-05,0 days 08:59:00,5.567,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
