,DatumFileBegin,TijdFileBegin,FileDuur,RouteOms,OorzaakGronddetail,nr_accidents,weekday
9227,2016-09-01,0 days 16:51:00,2.567,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
9231,2016-09-05,0 days 06:56:00,13.55,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9242,2016-09-12,0 days 16:22:00,8.917,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9258,2016-09-09,0 days 17:06:00,40.583,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9260,2016-09-09,0 days 14:44:00,57.517,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9277,2016-09-05,0 days 17:40:00,11.55,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9280,2016-09-12,0 days 17:16:00,43.017,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9301,2016-09-12,0 days 16:21:00,2.95,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9315,2016-09-05,0 days 06:29:00,24.533,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9316,2016-09-09,0 days 18:02:00,38.567,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9320,2016-09-09,0 days 18:51:00,13.55,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9332,2016-09-12,0 days 16:29:00,5.9,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9354,2016-09-08,0 days 08:17:00,34.567,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
9399,2016-09-02,0 days 15:27:00,43.55,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9400,2016-09-09,0 days 17:37:00,2.6,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9428,2016-09-07,0 days 08:00:00,9.55,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
9441,2016-09-12,0 days 16:24:00,61.933,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9466,2016-09-07,0 days 17:14:00,26.583,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
9478,2016-09-08,0 days 18:12:00,5.55,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
9488,2016-09-09,0 days 16:59:00,9.55,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9496,2016-09-09,0 days 16:57:00,8.567,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9509,2016-09-20,0 days 07:00:00,21.917,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9513,2016-09-19,0 days 07:11:00,25.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9557,2016-09-26,0 days 17:39:00,6.05,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9562,2016-09-20,0 days 17:57:00,3.133,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9575,2016-09-20,0 days 08:44:00,17.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9578,2016-09-26,0 days 08:47:00,2.083,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9591,2016-09-26,0 days 18:04:00,4.95,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9595,2016-09-20,0 days 16:03:00,5.933,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9607,2016-09-26,0 days 17:29:00,19.05,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9610,2016-09-16,0 days 17:17:00,5.0,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9616,2016-09-20,0 days 17:49:00,5.083,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9624,2016-09-20,0 days 08:20:00,1.05,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9625,2016-09-16,0 days 18:07:00,2.983,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9630,2016-09-20,0 days 16:39:00,7.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9635,2016-09-16,0 days 16:25:00,6.933,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9647,2016-09-16,0 days 16:22:00,0.983,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9652,2016-09-16,0 days 15:59:00,5.95,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9671,2016-09-19,0 days 07:39:00,8.967,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9696,2016-09-16,0 days 18:11:00,3.967,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9703,2016-09-20,0 days 09:00:00,34.917,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9708,2016-09-16,0 days 17:08:00,6.017,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9713,2016-09-28,0 days 16:52:00,11.083,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
9719,2016-09-20,0 days 17:48:00,40.967,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9729,2016-09-20,0 days 17:21:00,13.467,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9733,2016-09-16,0 days 18:00:00,5.0,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9740,2016-09-16,0 days 15:53:00,0.933,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9753,2016-09-20,0 days 16:26:00,24.017,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9756,2016-09-16,0 days 15:40:00,7.883,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9784,2016-09-21,0 days 16:18:00,20.033,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
9787,2016-09-16,0 days 16:46:00,1.983,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9789,2016-09-20,0 days 07:36:00,16.483,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9793,2016-09-27,0 days 17:38:00,6.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9794,2016-09-29,0 days 15:25:00,1.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
9800,2016-09-20,0 days 17:24:00,5.167,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9825,2016-09-20,0 days 17:36:00,6.2,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9842,2016-09-19,0 days 07:37:00,13.017,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9853,2016-09-26,0 days 08:18:00,24.083,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9855,2016-09-20,0 days 16:19:00,6.0,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9869,2016-09-20,0 days 17:34:00,22.1,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9872,2016-09-27,0 days 08:03:00,3.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9875,2016-09-21,0 days 16:09:00,10.983,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
9892,2016-09-20,0 days 17:17:00,7.133,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9906,2016-09-20,0 days 08:54:00,4.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9921,2016-09-15,0 days 08:50:00,5.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
9940,2016-09-20,0 days 17:57:00,45.9,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9955,2016-09-15,0 days 08:53:00,5.95,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
9957,2016-09-16,0 days 17:14:00,98.867,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
9959,2016-09-19,0 days 08:31:00,8.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
9978,2016-09-20,0 days 16:57:00,25.067,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
9990,2016-09-20,0 days 15:39:00,9.9,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10000,2016-09-20,0 days 16:27:00,14.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10011,2016-09-19,0 days 17:30:00,6.083,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10013,2016-09-20,0 days 16:33:00,7.017,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10046,2016-09-15,0 days 08:19:00,6.05,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
10051,2016-09-15,0 days 08:29:00,28.017,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
10057,2016-09-21,0 days 17:19:00,21.117,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10069,2016-09-20,0 days 17:44:00,9.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10072,2016-09-20,0 days 07:40:00,13.95,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10089,2016-09-22,0 days 18:15:00,15.35,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
10094,2016-09-16,0 days 17:19:00,3.0,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10105,2016-09-16,0 days 16:54:00,2.967,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10109,2016-09-16,0 days 18:13:00,19.9,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10115,2016-09-16,0 days 18:52:00,7.85,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10135,2016-09-16,0 days 07:51:00,12.85,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10167,2016-09-16,0 days 16:54:00,28.0,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10169,2016-09-23,0 days 16:00:00,2.05,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10173,2016-09-16,0 days 16:54:00,21.95,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10174,2016-09-19,0 days 16:23:00,23.933,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10209,2016-09-22,0 days 18:14:00,4.033,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
10218,2016-09-19,0 days 08:51:00,2.967,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10222,2016-09-16,0 days 18:07:00,2.983,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10230,2016-09-16,0 days 16:36:00,7.967,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10247,2016-09-16,0 days 17:03:00,11.017,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10251,2016-09-15,0 days 08:19:00,12.017,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
10256,2016-09-19,0 days 07:36:00,5.017,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10263,2016-09-16,0 days 17:25:00,6.033,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10267,2016-09-15,0 days 09:26:00,4.883,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
10270,2016-09-28,0 days 07:40:00,4.817,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10286,2016-09-20,0 days 08:51:00,3.05,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10310,2016-09-19,0 days 07:38:00,1.933,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10339,2016-09-20,0 days 09:06:00,2.017,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10341,2016-09-19,0 days 17:04:00,4.917,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10355,2016-09-16,0 days 17:35:00,17.0,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10371,2016-09-16,0 days 17:56:00,4.95,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10381,2016-09-19,0 days 17:30:00,6.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10382,2016-09-20,0 days 08:00:00,5.067,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10385,2016-09-19,0 days 17:57:00,2.917,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10390,2016-09-20,0 days 08:07:00,12.1,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10399,2016-09-20,0 days 18:25:00,4.933,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10403,2016-09-16,0 days 17:36:00,8.017,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10422,2016-09-20,0 days 09:01:00,23.933,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10426,2016-09-20,0 days 09:00:00,2.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10445,2016-09-16,0 days 18:12:00,9.917,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10452,2016-09-19,0 days 08:17:00,6.017,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10453,2016-09-20,0 days 17:38:00,6.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10488,2016-09-21,0 days 16:35:00,5.983,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10494,2016-09-20,0 days 17:17:00,3.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10510,2016-09-19,0 days 08:51:00,1.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10519,2016-09-19,0 days 17:30:00,6.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10536,2016-09-19,0 days 08:32:00,14.967,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10538,2016-09-15,0 days 08:24:00,10.0,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
10541,2016-09-20,0 days 17:10:00,10.083,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10545,2016-09-20,0 days 17:25:00,5.2,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10554,2016-09-16,0 days 08:58:00,12.2,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10555,2016-09-23,0 days 16:07:00,40.167,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10556,2016-09-19,0 days 08:05:00,3.0,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10575,2016-09-16,0 days 17:21:00,5.033,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10578,2016-09-16,0 days 17:30:00,11.017,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10582,2016-09-16,0 days 16:22:00,2.0,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10589,2016-09-21,0 days 16:46:00,3.05,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10599,2016-09-19,0 days 06:31:00,17.867,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10612,2016-09-21,0 days 16:31:00,10.983,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10634,2016-09-19,0 days 06:48:00,25.917,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10635,2016-09-19,0 days 07:52:00,1.933,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10642,2016-09-19,0 days 16:35:00,45.0,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10643,2016-09-19,0 days 07:51:00,18.967,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10648,2016-09-20,0 days 16:34:00,19.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10651,2016-09-19,0 days 07:22:00,1.95,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10652,2016-09-20,0 days 16:20:00,5.0,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10687,2016-09-20,0 days 08:01:00,16.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10731,2016-09-19,0 days 07:37:00,18.05,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10734,2016-09-20,0 days 06:37:00,2.867,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10738,2016-09-19,0 days 16:56:00,1.95,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10740,2016-09-21,0 days 17:19:00,0.983,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10755,2016-09-16,0 days 17:54:00,4.983,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10756,2016-09-21,0 days 17:20:00,56.967,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10759,2016-09-20,0 days 18:02:00,4.067,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10760,2016-09-21,0 days 17:29:00,4.083,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10761,2016-09-26,0 days 08:26:00,6.067,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10779,2016-09-14,0 days 17:15:00,6.95,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10780,2016-09-13,0 days 08:13:00,53.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10784,2016-09-13,0 days 17:52:00,17.083,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10792,2016-09-12,0 days 17:48:00,22.933,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
10810,2016-09-14,0 days 17:28:00,1.967,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10815,2016-09-14,0 days 16:54:00,11.95,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10831,2016-09-16,0 days 17:19:00,32.0,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
10856,2016-09-14,0 days 16:23:00,0.933,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10867,2016-09-08,0 days 17:04:00,66.667,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
10875,2016-09-08,0 days 18:10:00,26.567,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
10890,2016-09-07,0 days 16:42:00,2.567,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
10891,2016-09-08,0 days 16:58:00,6.583,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
10904,2016-09-20,0 days 08:20:00,3.967,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
10954,2016-09-08,0 days 17:41:00,7.617,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
10987,2016-09-08,0 days 16:55:00,7.0,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
11028,2016-09-13,0 days 08:43:00,20.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11041,2016-09-08,0 days 09:23:00,4.583,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
11045,2016-09-14,0 days 07:38:00,7.933,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
11062,2016-09-19,0 days 16:31:00,24.0,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
11080,2016-09-08,0 days 17:55:00,7.617,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
11096,2016-09-13,0 days 17:46:00,5.167,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11100,2016-09-13,0 days 06:32:00,6.85,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11106,2016-09-14,0 days 17:44:00,11.95,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
11113,2016-09-13,0 days 17:15:00,14.1,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11117,2016-09-13,0 days 08:22:00,16.0,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11125,2016-09-13,0 days 06:59:00,4.9,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11129,2016-09-13,0 days 18:19:00,26.917,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11135,2016-09-13,0 days 08:40:00,7.95,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11149,2016-09-07,0 days 17:45:00,16.583,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
11159,2016-09-08,0 days 17:30:00,39.167,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
11163,2016-09-12,0 days 15:59:00,25.933,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
11164,2016-09-12,0 days 17:19:00,6.933,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
11166,2016-09-09,0 days 16:34:00,5.583,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
11170,2016-09-13,0 days 06:33:00,4.867,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11190,2016-09-14,0 days 16:07:00,23.933,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
11193,2016-09-13,0 days 17:32:00,11.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11199,2016-09-13,0 days 18:05:00,5.067,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11206,2016-09-13,0 days 17:13:00,17.217,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11213,2016-09-13,0 days 16:24:00,3.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11214,2016-09-13,0 days 06:56:00,46.95,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11223,2016-09-20,0 days 08:42:00,3.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11240,2016-09-14,0 days 08:06:00,4.95,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
11250,2016-09-13,0 days 17:19:00,3.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11266,2016-09-13,0 days 08:09:00,4.017,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11288,2016-09-13,0 days 17:45:00,9.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11295,2016-09-13,0 days 07:43:00,6.967,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11301,2016-09-16,0 days 17:31:00,5.033,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
11306,2016-09-13,0 days 08:22:00,32.0,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11310,2016-09-13,0 days 09:02:00,4.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11339,2016-09-13,0 days 08:40:00,7.95,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11342,2016-09-12,0 days 18:09:00,9.9,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
11353,2016-09-13,0 days 08:34:00,5.0,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11354,2016-09-13,0 days 07:47:00,15.017,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11356,2016-09-13,0 days 16:59:00,6.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11357,2016-09-13,0 days 07:47:00,35.0,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11362,2016-09-13,0 days 08:24:00,10.983,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11364,2016-09-13,0 days 16:18:00,36.083,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11373,2016-09-13,0 days 07:19:00,4.95,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11388,2016-09-13,0 days 18:10:00,6.0,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11399,2016-09-13,0 days 07:24:00,6.9,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11402,2016-09-13,0 days 17:18:00,29.15,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11411,2016-09-14,0 days 08:33:00,7.95,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
11426,2016-09-13,0 days 08:11:00,2.967,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11431,2016-09-13,0 days 17:51:00,5.133,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11440,2016-09-12,0 days 18:27:00,22.817,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
11455,2016-09-13,0 days 17:26:00,9.05,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11481,2016-09-14,0 days 09:06:00,4.917,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
11486,2016-09-13,0 days 17:54:00,7.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11488,2016-09-13,0 days 17:20:00,6.133,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11504,2016-09-13,0 days 09:15:00,15.9,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11523,2016-09-12,0 days 17:45:00,4.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
11531,2016-09-12,0 days 18:23:00,5.933,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
11550,2016-09-12,0 days 16:04:00,7.917,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
11551,2016-09-13,0 days 17:47:00,4.167,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11572,2016-09-13,0 days 17:14:00,6.2,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11579,2016-09-15,0 days 16:15:00,0.967,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
11602,2016-09-13,0 days 08:42:00,2.967,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11607,2016-09-13,0 days 15:52:00,67.1,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11630,2016-09-15,0 days 16:34:00,1.983,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
11631,2016-09-12,0 days 18:23:00,5.933,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
11632,2016-09-13,0 days 08:54:00,36.9,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11638,2016-09-12,0 days 17:41:00,2.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
11646,2016-09-12,0 days 17:57:00,8.983,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
11653,2016-09-13,0 days 07:22:00,3.967,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11662,2016-09-13,0 days 06:15:00,4.85,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11681,2016-09-13,0 days 08:24:00,14.0,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11684,2016-09-15,0 days 16:17:00,22.017,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
11685,2016-09-12,0 days 17:20:00,3.033,A2,Spitsfile (geen oorzaak gemeld),11795,Monday
11738,2016-09-14,0 days 08:11:00,19.917,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
11747,2016-09-14,0 days 07:34:00,6.933,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
11779,2016-09-15,0 days 17:05:00,6.083,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
11782,2016-09-13,0 days 07:17:00,16.867,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11783,2016-09-15,0 days 17:45:00,3.1,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
11790,2016-09-13,0 days 17:29:00,9.133,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11802,2016-09-27,0 days 17:32:00,5.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11811,2016-09-27,0 days 07:25:00,21.083,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11813,2016-09-22,0 days 16:09:00,7.933,A2,Spitsfile (geen oorzaak gemeld),11795,Thursday
11817,2016-09-23,0 days 16:50:00,3.067,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
11824,2016-09-27,0 days 08:58:00,3.083,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11830,2016-09-27,0 days 07:28:00,8.067,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11840,2016-09-27,0 days 08:31:00,1.117,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11846,2016-09-28,0 days 16:46:00,5.0,A2,Spitsfile (geen oorzaak gemeld),11795,Wednesday
11847,2016-09-27,0 days 07:57:00,42.033,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11849,2016-09-23,0 days 16:22:00,16.067,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
11854,2016-09-27,0 days 07:57:00,11.133,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
11889,2016-09-23,0 days 15:43:00,1.933,A2,Spitsfile (geen oorzaak gemeld),11795,Friday
11906,2016-09-27,0 days 16:18:00,5.1,A2,Spitsfile (geen oorzaak gemeld),11795,Tuesday
